OBJECTID,FEATURETYPE,NAME,CAPACITY_kV,CLASSIFICATION,SITESUBURB,STATE,STATUS,FEATURERELIABILITY,FEATURESOURCE,ATTRIBUTERELIABILITY,ATTRIBUTESOURCE,SPATIALACCURACY,REVISED,LATITUDE,LONGITUDE
140,Substation,Hudson Creek 66,66,Zone ,Wishart,Northern Territory,Operational,20050514,Darwin_RGB.tif,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-12.458952,130.931574
141,Substation,Hudson Creek 132,132,Zone ,Wishart,Northern Territory,Operational,20050514,Darwin_RGB.tif,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-12.458946,130.932286
142,Substation,Warragamba Dam,132,Power Station,Warragamba,New South Wales,Operational,20070101,Penrith_9030_50cm_2007.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.88249,150.59735
143,Substation,Capital Hill Wind Farm,132,,Lake George,New South Wales,Operational,20090101,Braidwood_8827_50cm_2009.ecw,20130214,AEMO-Australian Energy Market Operators 2013,1,20130730,-35.187399,149.52301
144,Substation,Uranquinty,132,Zone ,Uranquinty,New South Wales,Operational,20080101,WaggaWagga_8327_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-35.1773,147.215402
145,Substation,Loy Yang,66,Power Station,Loy Yang,Victoria,Operational,20060322,latrobe_2006mar22_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-38.254875,146.571266
146,Substation,Loy Yang ,500,Power Station,Loy Yang,Victoria,Operational,20060322,latrobe_2006mar22_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-38.256497,146.573862
147,Substation,Millstream,220,Zone ,Fortescue,Western Australia,Operational,20070801,Pinderi_Hills_2055_Aug_2007_mosiac,20090601,North West Interconnected System Website,5,20120710,-21.243505,116.974655
148,Substation,Mortlake,500,Zone ,Mortlake,Victoria,Operational,20071217,south-west_2007dec17_air_vis_35cm_mga54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-38.062219,142.670381
149,Substation,Yurralyi Maya,220,Power Station,Maitland,Western Australia,Operational,20040801,Dampier_2256_Legendre_2257_Aug_2004_mosaic.ecw,20090601,North West Interconnected System Website,5,20120710,-20.762708,116.742606
150,Substation,Red Hill,132,Zone ,Koolunga,South Australia,Operational,20100101,ALPSM2P5_ZONE54_2010.ecw,20120712,AEMO-Australian Energy Market Operators 2012,3,20120710,-33.495216,138.267431
151,Substation,Mokota,132,Zone ,Ayers,South Australia,Operational,20080501,AUK_S34E138-D,20120712,AEMO-Australian Energy Market Operators 2012,1,20120710,-33.556776,138.848252
152,Substation,Athol,110,Zone ,Yatala,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.853092,138.538448
153,Substation,Hillcrest,110,Zone ,Hillcrest,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.861842,138.648164
154,Substation,Clearview,110,Zone ,Clearview,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.860445,138.610513
155,Substation,Holden Hill,110,Zone ,Holden Hill,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,3,20120710,-34.845429,138.671757
156,Substation,Croydon,132,Zone ,Yatala,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.90047,138.565927
157,Substation,Kilburn South,110,Zone ,Kilburn,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.865193,138.585818
158,Substation,Waterloo East,132,Zone ,Tothill Belt,South Australia,Operational,20060208,sp5xi2p5_365418_080206.ecw,20120712,AEMO-Australian Energy Market Operators 2012,1,20120710,-34.001555,138.910869
159,Substation,Pannawomica,132,Sole Use,Fortescue,Western Australia,Operational,20000801,Pannawonica_2154_Aug_2000_mosiac,20090601,North West Interconnected System Website,3,20120710,-21.680119,116.464421
160,Substation,Wattle Point Wind Farm,110,,Edithburgh,South Australia,Operational,20060101,MarionBay_toClinton_MGA53.ecw,20120712,AEMO-Australian Energy Market Operators 2012,1,20120710,-35.110351,137.705778
161,Substation,Ellenbrook,132,Zone ,Whiteman,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.796419,115.961241
162,Substation,Snowtown,110,Zone ,Barunga,South Australia,Operational,19990101,CFS_Midnorth_MGA53.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.713543,138.140394
163,Substation,Rangeway,132,Zone ,Geraldton,Western Australia,Operational,20060201,Geraldton_1840_Feb_2006_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-28.785498,114.623741
164,Substation,Mount Millar Wind Farm,132,,Hawker,South Australia,Operational,20080101,EasternEyrePeninsula_2008_MGA53_part.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.625361,136.703706
165,Substation,Wangara,132,Zone ,Wangara,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,3,20120710,-31.796719,115.824005
166,Substation,Joondalup,132,Zone ,Joondalup,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.738398,115.759015
167,Substation,Clarkson,132,Zone ,Clarkson,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.671235,115.728494
168,Substation,Neerabup ,132,Terminal ,Pinjar,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.681802,115.821955
169,Substation,Ingle Farm,110,Zone ,Ingle Farm,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.821431,138.651321
170,Substation,Wells Terminal,330,Zone ,Mount Wells,Western Australia,Operational,20080701,Dwellingup_2132_Jul_2008_Mosaic.ecw,20110701,Western Power 2011 Annual Planing Report,5,20120711,-32.717311,116.316526
171,Substation,Cape Nelson South Wind Farm,66,,Portland West,Victoria,Operational,20100225,ESRI World Imagery,20100225,ESRI World Imagery,1,20120710,-38.412,141.543
172,Substation,Cape Nelson North Wind Farm,66,,Portland West,Victoria,Operational,20100225,ESRI World Imagery,20100225,ESRI World Imagery,5,20120710,-38.365999,141.547998
173,Substation,Cape Bridgewater Wind Farm,66,,Cape Bridgewater,Victoria,Operational,20100225,ESRI World Imagery,20100225,ESRI World Imagery,5,20120710,-38.372159,141.379442
174,Substation,Binningup Desalination Plant,132,Sole Use,Binningup,Western Australia,Operational,20080101,Bunbury_2031_Jan_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,2,20120710,-33.129828,115.705601
175,Substation,Meadow Springs,132,Zone ,Lakelands,Western Australia,Operational,20080701,Pinjarra_2032_Jul_2008_Mosaic.ecw,20110701,Western Power 2011 Annual Planing Report,5,20120711,-32.484782,115.765162
176,Substation,Bluewaters ,330,Terminal ,Palmer,Western Australia,Operational,20080201,Collie_2131_Feb_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-33.331876,116.233821
177,Substation,Murdoch,132,Zone ,Murdoch,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.077497,115.843173
178,Substation,Somerton,66,Zone ,Somerton,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.622474,144.948635
179,Substation,Stanwell Power Station ,132,Zone ,Stanwell,Queensland,Operational,20040101,Mount_Morgan_8950_60cm_2004.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.515966,150.321371
180,Substation,Yarwun,132,Sole Use,Yarwun,Queensland,Operational,20090101,9150_Gladstone_25cm_2009_Mga56.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.831255,151.15274
181,Substation,Gladstone,132,Zone ,Callemondah,Queensland,Operational,20090101,9150_Gladstone_25cm_2009_Mga56.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.849792,151.216675
182,Substation,Gladstone South,132,Zone ,Toolooa,Queensland,Operational,20090101,9150_Gladstone_25cm_2009_Mga56.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.886302,151.273654
183,Substation,Aramara,132,Zone ,Doongul,Queensland,Operational,20020101,Biggenden_9346_1m_2002.ecw,20120712,AEMO-Australian Energy Market Operators 2012,1,20120710,-25.510958,152.349033
184,Substation,Queensland Alumina Limited South,132,Sole Use,South Trees,Queensland,Operational,20090101,9150_Gladstone_25cm_2009_Mga56.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.873141,151.288941
185,Substation,Yabulu South,132,Zone ,Black River,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-19.251079,146.574596
186,Substation,Blue Valley,132,Zone ,Mount Wyatt,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-20.448951,147.346224
187,Substation,King Creek,132,Zone ,Bogie,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-20.365232,147.47283
188,Substation,Kogan Creek ,275,Power Station,Brigalow,Queensland,Operational,20060101,Kogan_9043_60cm_2006.ecw,20120712,AEMO-Australian Energy Market Operators 2012,4,20130115,-26.918678,150.748121
189,Substation,Rolleston,132,Zone ,Albinia,Queensland,Operational,20060704,East_Queensland_SPOT.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-24.389554,148.435928
190,Substation,Newlands,132,Zone ,Newlands,Queensland,Operational,20051101,Capricorn4_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-20.956626,147.893012
191,Substation,Milton,110,Zone ,Milton,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120629,-27.466434,153.008857
192,Substation,Charlotte Street,110,Zone ,Brisbane City,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120629,-27.469999,153.027997
193,Substation,Bald Hills,110,Zone ,Carseldine,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.333583,153.018761
194,Substation,Guildford,132,Transmission ,Guildford West,New South Wales,Operational,20070101,Penrith_9030_50cm_2007.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.850589,150.957636
195,Substation,Molong,132,Zone ,Molong,New South Wales,Operational,20070101,Molong_8631_50cm_2007.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.086889,148.898959
196,Substation,Mount Piper 132,132,Transmission ,Blackmans Flat,New South Wales,Operational,20080101,Wallerawang_8931_50cm_IR_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.351243,150.022646
197,Substation,Beresfield,132,Subtransmission ,Beresfield,New South Wales,Operational,19980101,Newcastle.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-32.79945,151.637938
198,Substation,Homebush,132,Subtransmission ,Homebush,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.867087,151.088579
199,Substation,Baulkham Hills,132,Transmission ,Old Toongabbie,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.781827,150.968721
200,Substation,Mamre,132,Zone ,Erskine Park,New South Wales,Operational,20070101,Penrith_9030_50cm_2007.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.811944,150.795353
201,Substation,Rooty Hill,132,Zone ,Plumpton,New South Wales,Operational,20070101,Penrith_9030_50cm_2007.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.75867,150.839003
202,Substation,Wollar,500,Zone ,Wollar,New South Wales,Operational,20070101,Mudgee.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-32.411671,149.953266
203,Substation,Parkes,132,Zone ,Parkes,New South Wales,Operational,20080101,Parkes_8531_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.102734,148.07499
204,Substation,Finley,132,Zone ,Finley,New South Wales,Operational,20090101,sp5col2p5_SI5513_2009.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-35.639789,145.512744
205,Substation,Gunnedah,132,Zone ,Carroll,New South Wales,Operational,20130214,AEMO-Australian Energy Market Operators 2013,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-30.977331,150.339749
206,Substation,Macksville,132,Zone ,Macksville,New South Wales,Operational,20090101,Macksville_Nambucca_9436_9536_50cm_2009.ecw,20130214,AEMO-Australian Energy Market Operators 2013,3,20130730,-30.721702,152.909558
207,Substation,Parklea,132,Zone ,Stanhope Gardens,New South Wales,Operational,20070101,Penrith_9030_50cm_2007.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.720141,150.936355
208,Substation,Creek Road,110,Zone ,New Town,Tasmania,Operational,20070201,or1422-69_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-42.859473,147.291752
209,Substation,Sheffield,220,Zone ,Nook,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E146-A,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.335767,146.306969
210,Substation,Derby,110,Zone ,Derby,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E147-B,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.133774,147.811781
211,Substation,George Town,220,Zone ,Bell Bay,Tasmania,Operational,20060120,or1404-185_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.128568,146.885328
212,Substation,Palmerston,220,Zone ,Poatina,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E146-D,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.787296,146.990205
213,Substation,Queenstown,220,Zone ,Queenstown,Tasmania,Operational,20100503,SPOTCOV_AUR_S43E145-A,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-42.066135,145.56022
214,Substation,Waddamana 220,220,Zone ,Waddamana,Tasmania,Operational,20100503,SPOTCOV_AUR_S43E146-B,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-42.126138,146.745611
215,Substation,Waratah,110,Zone ,Waratah,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E145-A,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.488735,145.4827
216,Substation,Edith River,132,Zone ,Nitmiluk,Northern Territory,Operational,20060101,sp5col2p5_DalyRiver_Zone52.ecw,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-14.195123,132.05281
217,Substation,Mandorah,66,Zone ,Cox Peninsula,Northern Territory,Operational,20080130,SPOTCOV_AUD_S13E130-B,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-12.4471,130.740946
218,Substation,Mandorah,66,Zone ,Mandorah,Northern Territory,Operational,20050514,Darwin_RGB.tif,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-12.445315,130.76574
219,Substation,Larrakeyah,66,Zone ,The Gardens,Northern Territory,Operational,20050514,Darwin_RGB.tif,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-12.449752,130.827701
220,Substation,Wagga North,132,Zone ,Bomen,New South Wales,Operational,20080101,WaggaWagga_8327_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-35.076447,147.422679
221,Substation,Lovegrove,66,Zone ,Ciccone,Northern Territory,Operational,20050202,alcol2p5_WestMacDonnellRanges_V2.ecw,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-23.691562,133.862538
222,Substation,Katherine,132,Zone ,Cossack,Northern Territory,Operational,20060101,sp5col2p5_DalyRiver_Zone52.ecw,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-14.458215,132.245464
223,Substation,Pine Creek,132,Zone ,Pine Creek,Northern Territory,Operational,20060101,sp5col2p5_DalyRiver_Zone52.ecw,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,5,20120710,-13.808077,131.836807
